id,lida,name,text,tipo,photo,date,categoria,prioridade
140,20518,IRAN CHALLENGE DAY 2011 REPORT,"Iran community came to pass world Challenge Day in many cities in all of 32 provinces .<br />\r\nWe had not a single day to be physically active we organized it during May 2011 . They do physical activity at least 15 minutes, had a fun day with each other in different day in forms of activity and for all people of every age, gender and level . <br />\r\nIn Tehran , Dr Saaidloo Vice president I.R.IRAN , Dr Majdara and other leaders of physical Education Organization attend   Morning Exercise in Englab Sport Complex.<br />\r\nOromiyeh  , Sanandaj and Marand was  leaders in this event  . Family Walking with more than 250 thousand in each city  with participation of Dr. Majdara President Sport For All Federation . Special event for this event hold in Tehran 3500 citizen , include    family walking, kite, traditional game ,family competition , painting with children , child games with over 500 participators in all ages Frisbee , Tug of war , rope skipping , Cycling and some entertainment in Azadi Sport Complex  with participation of  Mrs. Mitra Rouhi, and also in Hamedan , Markazi , Boushehr , Kerman , Yazd , Zanjan. Sport for all festival was held in Semnan  with participation of 200 children in Sport Village  , Bomehen , Gharechak and Malard cities . Tag of war and kite flying in Taleghahi Park and Javan Park in Varamin , mountaineer in Shemiran , Darts in Javadabad , Varamin . social cohesion and to be fun with activity and doing  exercise for different target groups. In all programs, departments, organizations, TV, media were took part , and cooperated with cities . <br />\r\n <br />\r\nDr saaidlou Vice President I.R.IRAN & president of physical Education Organization<br />\r\n<br />\r\n",1,1358914656.jpg,2011-06-20,4,9
141,20716,33 Healthier Lifestyle Projects Nation-Wide in Australia,"New healthy eating and exercise programs, including getting your hands dirty in a community garden and learning to cycle safely are taking off around Australia to help combat obesity.<br />\r\n<br />\r\nThe Minister for Health and Ageing, Nicola Roxon, announced that 33 local governments around the country will receive funding to run programs that will encourage and support people to adopt and sustain healthier lifestyles.<br />\r\n<br />\r\nEach local government will receive a grant of more than $700,000 as part of the Gillard Government's $72 million Healthy Communities Initiative, which aims to support local governments to promote healthy lifestyles in the community. <br />\r\n<br />\r\n""We want to keep Australians well and out of hospital, and programs like Healthy Communities provide practical support to people looking to make a healthy change,"" Minister Roxon said.<br />\r\n<br />\r\n""Local governments are introducing innovative physical activity and healthy eating programs in their communities that have been proven to make a real difference."" <br />\r\n<br />\r\n""We know that preventive health measures work, that's why we are encouraging people to adopt healthier lifestyles and combat obesity.""<br />\r\n<br />\r\nThe 33 projects will receive a total of $23 million under phase two of the Healthy Communities grants round. The grants are mostly in regional, rural and remote areas. <br />\r\n<br />\r\n""Eighty per cent of the recommended local government areas have combined overweight and obesity rates above the national average and experience significant social and economic disadvantage so we are targeting this funding where it’s needed most."" Ms Roxon said. <br />\r\n<br />\r\n""These projects will focus on at-risk populations, including Aboriginal and Torres Strait Islanders, culturally and linguistically diverse communities, new wave migrants and those living with disabilities.""<br />\r\n<br />\r\nThere will be 8 projects in New South Wales, 7 in Victoria and Queensland, 4 in Western Australia and South Australia, 2 in the Northern Territory and 1 in Tasmania.  <br />\r\n<br />\r\n",1,<blank>,2011-06-17,4,9
142,21129,"""Come and Play"" Scheme in India","What is 'Come and Play' Scheme?<br />\r\nUnder 'Come and Play' Scheme, all the five stadiums of Sports Authority of India (SAI) are opened for public. Sportsperson can submit the registration and can practice for their sports by paying very low fees. This scheme is initiated by Sports Authority of India (SAI) in collaboration with Ministry of Youth Affairs & Sports of India.<br />\r\nStadiums opened for public by SAI<br />\r\n- Jawaharlal Nehru Stadium Complex, Lodhi Road, New Delhi. <br />\r\n- Major Dhyan Chand National Stadium, Near India Gate, New Delhi. <br />\r\n- Indira Gandhi Stadium, I.T.O., New Delhi. <br />\r\n- Dr. Shyama Prasad Mukherjee Swimming Pool Complex, Willingdon Crescent Road, New Delhi. <br />\r\n- Dr. Karni Singh Shooting Ranges, Tughlakabad, New Delhi.<br />\r\nSports covered under 'Come and Play' Scheme<br />\r\nFollowing sports can be played by a sportsperson in the stadiums of SAI under 'Come and Play' Scheme:<br />\r\n- Hockey <br />\r\n- Athletics <br />\r\n- Volleyball <br />\r\n- Swimming (Not for beginners) <br />\r\n- Badminton <br />\r\n- Judo Cricket<br />\r\n- Weightlifting <br />\r\n- Football <br />\r\n- Table Tennis <br />\r\n- Wrestling <br />\r\n- Basketball <br />\r\n- Cycling <br />\r\n- Gymnastics <br />\r\n- Boxing <br />\r\n- Shooting <br />\r\n- Boxing<br />\r\n10,000 students enroll under 'Come and Play' scheme<br />\r\nAjay Maken, Indian minister of sports stated on May 17 that 10,000 students have registered under the government's ""Come and Play"" scheme.  <br />\r\nMinister Ajay Maken said that the largest number of students enrolled for cricket with 2,400 entries, followed by football (1498), Swimming (1000) and Athletics (924).<br />\r\n""In this scheme, our aim is to bring the children to the sports fields. After the summer vacation is over, we are trying to work out a few models where we can tie up these stadia with the schools, so that these stadia can be utilised properly,"" he said.<br />\r\nAsked whether the number of cricket pitches offered all over Delhi under this scheme is less, considering the popularity of the game, Maken said, ""For cricket we have provided nine pitches in the National stadium itself. We also have place at Vinay Marg and Jawaharlal Nehru Stadium. If needed, we can work out more plans.<br />\r\n""But for cricket, there are a lot of academies and facilities available all over Delhi. We want to emphasise on those sports where there are not much facilities available. I am happy that about 350 students have enrolled for hockey and basketball. Even volleyball has got good response.""<br />\r\nInsisting that the government's intention is to utilise the infrastructure built during last year's Commonwealth Games, he said the aim is to broad base sports in the Capital and in the nearby areas.<br />\r\n""Actually the aim is to make use of the infrastructure and broad base sports in Delhi and nearby cities. Secondly, we want to create Centre of Excellence in each of these stadia. And thirdly, we would want to conduct as many tournaments as possible in these stadia,"" Maken said. <br />\r\n<br />\r\n",1,<blank>,2011-05-26,4,9
143,20395,Guidelines for Contributors,"Language and types of contribution<br />\r\nThe Journal of Asiania Sport for All contains several forms of contributions: Articles (8-15 pages), reports (3-8 pages), congress/event reports (2-3 pages), and keynote lecture (8-15pages) including tables figures, and photographs). All manuscripts must contribute to the development of Sport for All and must be submitted in English. <br />\r\n <br />\r\nAbstract<br />\r\nAn abstract of 100-200 words and 5 key words maximum must also be supplied, typed on a separate sheet, together with a biographical note of 25 to words.<br />\r\n <br />\r\nQuotations <br />\r\nAll direct quotations of 35-40 words or more should be displayed as indent text, but still double-spaced.<br />\r\n <br />\r\nNotes<br />\r\nTry to avoid using too many notes.  Where they are necessary, they must be brief and should appear at the bottom of the page.<br />\r\n <br />\r\nSubmission<br />\r\nAll manuscripts are reviewed by the editorial board of ASFAA. When revisions are requested by the journal’s editorial board, authors must resubmit the revised manuscript within 3 weeks.  If resubmission takes more than 3 weeks, the manuscript will be treated as a new submission.  Manuscripts should be submitted in Word format (40 lines), and the file should not exceed 4 MB.  For figures, tables and photographs, up to 10MB of PDF, Word, and Excel files can be uploaded. <br />\r\n Top and bottom margins: 2cm<br />\r\n Left margins: 3cm<br />\r\n Right margins: 2cm<br />\r\n Page numbers: bottom center<br />\r\n Full name, organization of authors and contact details (postal address, e-mail address)<br />\r\n <br />\r\nFigures, tables, maps and photographs<br />\r\nPhotographs are classified in the same category as figures.  Figures and tables should be numbered separately and consecutively (e.g., Figure 1, Table 1). Capitalize only the first word of the caption.<br />\r\n <br />\r\nFormat for reference list<br />\r\nList all entries cited in the text, or any other items used to prepare the manuscript, alphabetically by author and year of publication in a separate, headed, reference section.<br />\r\nPlease refer the examples given: <br />\r\n <br />\r\nMcPherson, B.D. (1990) Ageing as a social process: An introduction to individual and population ageing. Toronto: Butterworths. <br />\r\nKidd, B. (1987) Sports and masculinity, in M. Kaufman (ed.) Beyond patriarchy: essays by men. Toronto: Oxford. <br />\r\nLaura, R. & White, S., Eds.(1991) Drug controversy in sport: The socio-ethical and medical issues. Sydney: Allen & Unwin.<br />\r\nTsai, M.J. & Jwo, H. (2004) Self-determination perspectives on exercise behavior regulations. Paper presented at the 8th ASFAA Congress, Taipei, Taiwan.<br />\r\nYamaguchi, Y. (2002) Sport, tourism, sport volunteers and Sport for All. Journal of Asiania Sport for All 3(1), 29-36.<br />\r\n <br />\r\nDeadlines for the 11th edition ASFAA Journal: July 25th, 2011.<br />\r\n <br />\r\nCorrespondence<br />\r\nASFAA Secretariat<br />\r\nasfaa@sport.gov.cn<br />\r\nAddress: No.2 Tiyuguan Road, Chongwen District, Beijing 100763, China<br />\r\nWebsite: http://www.asfaa.org <br />\r\n<br />\r\n",1,<blank>,2011-05-20,4,9
144,20321,Increasing sport participation with Multicultural Youth grants,"As part of the Federal Government's commitment to increasing participation in sport Minister for Sport Mark Arbib and Parliamentary Secretary for Immigration and Multicultural Affairs Kate Lundy officially opened applications for the Multicultural Youth Sports Partnership Program.<br />\r\n <br />\r\nThe Multicultural Youth Sports Partnership Program will provide grants of between $5 000 and $50 000 to support the costs associated with community sport around Australia.<br />\r\n <br />\r\nSenator Arbib said the grants will create opportunities for young people from culturally diverse backgrounds to engage with sport and physical activity.<br />\r\n <br />\r\n'The Australian Government wants to see all Australians have access to safe, fun and inclusive sporting opportunities,' Senator Arbib said.<br />\r\n <br />\r\n'I believe sport is central to the Australian way of life, and sport can help to teach children from all cultures values, such as self-discipline, team work and how to reach your goals.<br />\r\n <br />\r\n'The Government wants children from all backgrounds to have equal access to sporting opportunities.  We want to see children out of their lounge rooms and into their backyards, playing with friends, playing down at their local sporting clubs.'<br />\r\n <br />\r\nSenator Lundy said the opening of the grant applications was a commitment from the Australian Government to promote social cohesion and build a more inclusive multicultural society.<br />\r\n <br />\r\n'Sport is a fabulous driver for building participation and inclusion for young Australians from diverse backgrounds,' Senator Lundy said.<br />\r\n <br />\r\n'The grants will play an important role in helping these young people to participate in their local communities through sport.'<br />\r\n <br />\r\nSenator Arbib said the Government was supporting multiple programs to increase and support participation including the Active After-School Communities Program and the participation funding for the national sports agreement.<br />\r\n",1,1358915096.jpg,2011-05-11,4,9
145,20952,World Challenge Day - 25th May 2011,"TAFISA is excited to announce that World Challenge Day 2011 will be held on 25th May. We are proud to have 51 participating communities from 25 countries competing this year. The smallest participating city is Puerto La Cruz of Venezuela with a population of 3.500, and the largest community is Houston, Texas, USA with a population of 4.920.459.<br />\r\n <br />\r\nMany communities have special programs prepared for this day to motivate their citizens to actively participate in physical activity. It is exciting to see how participating communities are increasing every year, as people have fun and enjoy themselves by taking part. The World Challenge Day Cup where TAFISA announces the Regional and Global Winners of World Challenge Day will continue this year to award the global winners of sport for all.<br />\r\n",1,1358915159.jpg,2011-05-04,4,9
146,20518,KOCOSA & KOICA signs MOU promoting Sport for All in developing countries,"The Korea Council of Sport for All (KOCOSA, President Kang-Too Lee) and Korea International Cooperation Agency (KOICA, President Dae-won Park) signed a bilateral MOU agreeing to cooperate on common issues.<br />\r\n <br />\r\nAt the signing ceremony, President Kang-Too Lee said, ""we can create a synergy effect for promoting Sport for All in developing countries if KOCOSA and KOICA work together"". President Dae-won Park replied by saying that KOICA will be more active in revitalizing Sport for All around the world.<br />\r\n <br />\r\nBoth organizations will reinforce cooperation in:<br />\r\n- dispatching Sport for All leaders to developing countries<br />\r\n- supplying Sport for All programs to low income countries<br />\r\n- sharing information and studies on Sport for All<br />\r\n <br />\r\nMeanwhile, President Kang-Too Lee, who is also the President of TAFISA, sent soccer balls to 11 African countries with the help of KOICA.  He also has plans to donate 500 bicycles to Southeast Asian countries this year.<br />\r\n",1,1358915238.jpg,2011-04-14,4,9
147,20371,Qatar to organise Al-Firjan Traditional Games,"The Qatar Olympic Committee (QOC) will organise the first edition of Al-Firjan Traditional Games in Doha on April 9,2011. <br />\r\nThe annual event is organised in light of QOC activities to serve Qatari community. It will feature the participation of participants from different districts of Qatar including Al Thakira, Al Matar Al Qadim, Madinat Khalifa Al Shamaliya, Duhail, Al Aziziya, Nuaija, and Al Wakrah.  <br />\r\nThe championships will begin at 1600hrs where 42 players will compete in different traditional games prepared by the organising committee under the supervision of Waleed Al Khanji, Head of Sport Events Unit at Sport Affairs Department.<br />\r\nMr. Khaleel Ibrahim Al Jaber, Director of QOC Sports Affairs Department said that the initiative for organising this contest comes as an integral part of QOC’s strategy to get acquainted with local society and to revive the country’s national heritage.<br />\r\nMr. Waleed Al Khanji, Head of Sport Events Unit at Sport Affairs Department confirmed that participants age will range from 14-19 year-old competing in multiple Heritage and Popular Games.<br />\r\n",1,1358915325.jpg,2011-04-07,4,9
148,20433,"54th Hong Kong Festival of Sport Live up to the spirit of ""Sport for All""","The annual spectacular sports gala, the Bank of China (Hong Kong) 54th Festival of Sport (BOCHK 54th FOS) now begins! The Sports Federation & Olympic Committee of Hong Kong, China (the Federation) calls on all Hong Kong citizens to experience the joy of playing sports and to lead a healthy living style. <br />\r\n <br />\r\nAiming at promoting ""Sport for All"", the Bank of China (Hong Kong) 54th Festival of Sport (BOCHK 54th FOS), which runs from March to June every year, is organized by the Federation and subvented by the Leisure and Cultural Services Department (LCSD). <br />\r\n <br />\r\nTo promote the theme ""Sport for All! Lead a healthy life!"", we have invited Mr. CHAN King Yin (Windsurfing),  Mr. KO Lai Chak (Table Tennis), Ms. NG On Yee (Billiard) and Ms. YIP Pui Yin (Badminton) to be our Ambassadors this year. We were delighted to have their presence to share with the participants their excitement from sports. <br />\r\n <br />\r\nThe Federation and its 74 National Sports Associations are organizing more than 80 sports competitions, demonstrations and carnivals from March to June this year spanning across 18 districts in Hong Kong. With the successful organization of the three ""Mass Participatory Events"" initiated last year, the Federation will continue to join hands with the district sports associations to hold the DanceSport, Rugby and Wushu events in Tsuen Wan District, Wan Chai District and Yau Tsim Mong District respectively. Let's participate in these festive events and live up to the spirit of ""Sport for All"". Admission is free for all events. <br />\r\n <br />\r\nThe BOCHK 54th FOS programme booklets are now available at the Secretariat of the Federation, all LCSD Sports Centres, and 18 LCSD District Offices. The public may also visit the Federation's website at www.hkolympic.org and the BOCHK 54th FOS website at fos.hkolympic.org or telephone 2891-3106 for further information.  <br />\r\n<br />\r\n",1,<blank>,2011-03-30,4,9
149,20364,Active After-school Communities program kicks off for 2011,"The Australian Sports Commission's Active After-school Communities (AASC) program is up and running again in 2011 offering free sport and other structured physical activities to up to 190 000 children across Australia.<br />\r\nSince its inception in 2005, the AASC program has increased its reach from 900 to approximately 3270 schools and after-school care centres around Australia. Of these sites, 58 per cent are located in regional and remote communities, 23 per cent in low socioeconomic communities and 14 per cent in Indigenous communities.<br />\r\n<br />\r\nAASC National Project Officer Angele Gray said that the program will continue to focus on its Play for Life theme this semester.<br />\r\n<br />\r\n'Following last year's hugely successful Term 3 campaign, the Play for Life ethos will continue to be delivered through the program and will endeavour to connect kids with local sporting clubs in their area.<br />\r\n<br />\r\n'Students are not the only beneficiaries of this program – free training is provided to teachers, parents and sports club members in the community to become coaches in the program. Community coach training programs are under way around the country. The program has trained over 52 000 community members to date, helping to boost the capacity and capability of the Australian sports system.<br />\r\n<br />\r\n'We are looking forward to another great year, delivering a quality program which inspires children, their families  and coaches to become involved in sport after school and in their local community,' Ms Gray said.<br />\r\n<br />\r\nThe Australian Government has provided $43.5 million in funding to assist in delivering the program and purchasing sporting equipment for 2011.<br />\r\n<br />\r\n",1,1358915472.jpg,2011-03-22,4,9
150,20452,Let's Celebrate the Lunar New Year of the Rabbit - Recreation and Sport Activities,"In order to greet the Lunar New Year of the Rabbit, a series of recreation and sport activities were held at several places in Macao by the Civic and Municipal Affairs Bureau and the Macao Sport Development Board in joint efforts from Feb. 5 to Feb. 13, 2011, to celebrate the Chinese New Year with the public and enliven the festive occasion. <br />\r\n <br />\r\nThe ""Cycling Trip"", one of the Let’s Celebrate the Lunar New Year of the Rabbit-Recreation and Sport Activities, started off from Dr. Sun Yat Sen Municipal Garden at 8:00 a.m. on Feb. 5 (the 3rd day of the 1st lunar month), announcing the kickoff of the Macao-Doumen Ecological Cycle Track. It attracted 150 participants, some of whom came from the same family to enjoy a family union. Cycling fans had a wonderful experience through this cycling trip which not only celebrated the Chinese New Year but also helped the public build up their strength. <br />\r\nThe ""Lion Dance Performance"", one of the Let’s Celebrate the Lunar New Year of the Rabbit- Recreation and Sport Activities, was staged at Senado Square and Tap Seac Plaza at 16:30 on Feb. 5 and Feb. 6 (the 3rd day and the 4th day of the 1st lunar month). It is well known that martial art and lion dance are expected programs for the Chinese New Year. In order to promote martial art, lion dance and other traditional performances, and in hopes of creating a festive atmosphere, the Civic and Municipal Affairs Bureau, the Macao Sport Development Board and the Sports Commission of the Macao Federation of Trade Unions invited various  sports clubs to demonstrate various ""Choi Cheng"" (pluck the green) performances. Furthermore, Chinese Kungfu, sabreplay, swordsmanship and cudgel play also won loud applauses from local people and tourists, sending the best wishes for the Lunar New Year. <br />\r\nAs one of the Let's Celebrate the Lunar New Year of the Rabbit-Recreation and Sport Activities, the ""Stepping High Macao Tower Run"" which was organized jointly by the Civic and Municipal Affairs Bureau, the Macau Sport Development Board, the Macau Tower Convention & Entertainment Centre and the Macao Athletic Association started off from Macau Tower at 8:30 on Feb. 6 (the 4th day of the 1st lunar month). Over 500 participants first ran around Sai Van Lake, and then climbed Macau Tower which has 61 floors of 1,298 steps. With the implication of promoting to a higher position, this activity attracted a lot of sports fans and even their families which cheer up the festive atmosphere. By holding such activities, the sponsor hopes to raise the public awareness that sports activities are good to physical and mental health, and encourages the public to actively take part in sports activities so as to have a habit of doing physical exercises on a regular basis and to improve body immunity. <br />\r\nAs a part of the Let's Celebrate the Lunar New Year of the Rabbit-Recreation and Sport Activities, the ""5-A-Side Football Tournament"" and the ""3-A-Side Basketball Tournament"", organized jointly by the Civic and Municipal Affairs Bureau, the Macau Sport Development Board, the Macao Football Association and the Macau-China Basketball Association, were held in the afternoon on the Sports Ground on Estrada do Canal dos Patos. The 2 Tournaments were held on Feb. 6 (the 4th day of the 1st lunar month), which attracted participation of many football and basketball fans. <br />\r\nThe Visit to Chinese Ethnics Sculpture Park of the Healthy and Handicapped People, which was organized jointly by the Civic and Municipal Affairs Bureau, the Macau Sport Development Board, the Macau Deaf Association, the Macau Special Olympics and the Macau Association of Support for the Disabled, took place in the Grand Taipa Natural Park from 14:00 to 17:00 on Feb. 13 (the 11th day of the 1st lunar month) with 250 participants. This activity not only gave the disabled an opportunity to go for an outing to build up their strength and improve their body immunity, but also drew the public’s attention to the disabled, thus promoting a harmonious society and sharing health information. <br />\r\n",1,1358915538.jpg,2011-03-14,4,9
151,20425,TAFISA Triple AC Program,"As part of the IOC-endorsed ""TAFISA Triple AC Program"" of active cities, active communities and active citizens, being launched in the coming months, we will have a new section in the newsletter featuring a city or community doing excellent work to be referenced as Best Practice.<br />\r\nThe Ciclovía Recreativa is the temporary opening of streets to residents so they may enjoy the space for walking, jogging, skating or riding a bike. Ciclovía Recreativa is different from permanent bike routes because it is a temporary space which is not usually used for transport, but recreation. In general, Ciclovía Recreativa occurs on a fixed day of the week (usually Sundays and in some cases on holidays) and has an average duration of six hours.<br />\r\n <br />\r\nBogotá's Ciclovía Recreativa, which began in 1974 and called Ciclovía, is considered a pioneering program in the Americas and has served as an inspiration for other cities and municipalities that now enjoy this event.<br />\r\n <br />\r\nCurrently, there are programs in 12 countries in the Americas, and 33 cities and five rural municipalities have programs that occur at least twice a month.<br />\r\nWebsite: http://cicloviarecreativa.uniandes.edu.co/english/introduction.html<br />\r\nThe Sport Organisation, Municipality of Tehran, I. R. Iran, became a member of TAFISA in 2009. Since then, they have been an active and dedicated member of the TAFISA family, including hosting the TAFISA Triple AC Development Workshop in May 2009, and continued support of the Triple AC program. In line with this, the Organisation is very active within the city of Tehran, which is no small feat when dealing with a city of a population of around14 million! <br />\r\n <br />\r\nThe Sport Organisation has a mission to provide sports services to all members of society, regardless of gender, race or social class. This includes providing training classes, meetings, health stations, workshops, sports facilities and equipment for Tehran citizens in general and special target groups.<br />\r\n <br />\r\nThe Organisation held sports events in 374 Tehran districts in the fields of volleyball, basketball, football, aerobics, physical fitness, badminton, darts, chess, gymnastics, karate, taekwondo, swimming, tennis and skating in 2010. Special events were held for the women of Tehran and more are being developed to target disabled persons. 862 physical activity stations are also strategically positioned around the city attracting more than 5 million users, including participants in free-of-charge daily activitiy programs. <br />\r\n <br />\r\n <br />\r\nTAFISA congratulates the Sport Organisation, Municipality of Tehran for its fine efforts to promote Sport for All and physical activity in its city, for communities and for citizens.<br />\r\nSerbia has always been an active nation with a variety of programs and events taking place all year around. As every year the Belgrade Sport for All Association has produced a booklet on active living and Sport for All to inform the people of the meaning of Sport for All and with detailed information on some 20 annual events and activities for 2011.<br />\r\n <br />\r\nIn cooperation with ""Sport for All Serbia"", Serbia SOKO, Faculty of Sport and Physical Education and Association of Recreation Experts of Belgrade, the Belgrade Sport for All Association will promote the global initiative of ""Physical Activity for Health (Move for Health)"" by introducing information brochures on improving health and physical fitness through walking, running, cycling and exercising at home and in the office.<br />\r\n <br />\r\nOne of the many projects worth mentioning is the ""Game is My Food"", which is targeted at children of 5-7 years old. Under the auspices of the Belgrade Department of Child Protection, the program includes seminars, books and activities at the local and city levels.<br />\r\n <br />\r\nAnother program is the Ecological-Recreational Camp is organized at the bottom of Mt. Tara in 'untouched' nature in July and August for students and nature lovers. Activities include canoeing, swimming, outdoor activities, sports fishing etc. as well as chess tournaments and quizzes. Every year, participants come from around the country including Montenegro, Macedonia and Bosnia.<br />\r\n <br />\r\nWebsite: http://www.sportforall.org.rs/eng/program1.html<br />\r\n",1,1358916183.jpg,2011-03-12,4,9
152,20459,ASFAA Secretariat Work Report 2010,"In 2010, ASFAA Secretariat's work was focused on organizing meetings and training courses, receiving Board of Directors to visit the 4th All-China Games and promoting ASFAA activities, including one Congress and General Assembly, three Board Meetings, one Editorial Meeting of ASFAA Journal, the first ASFAA Sport for All Training Course and World Walking Day. The Secretariat has made great efforts for the sustainable development of ASFAA. <br />\r\nⅠ. Conferences<br />\r\n1. 11th ASFAA Congress<br />\r\nThe 11th ASFAA Congress was held in Tel-Aviv, Israel, from March 19 to 25, 2010. Over 100 experts from nearly 20 countries/regions and 200 representatives from Israel Sport for All Association attended the Congress. In-depth discussions were carried out under the theme of Challenging the Phenomenon of Obesity in Modern Society. <br />\r\n2. ASFAA Board Meetings and General Assembly<br />\r\na. 19th ASFAA General Assembly and 27th ASFAA Board Meeting<br />\r\nDuring the Israel Congress, the 27th ASFAA Board Meeting and 19th ASFAA General Assembly were held. The major issues were discussed and approved at the meetings, including the Revision of ASFAA Statute, recruitment of Korea Council of Sport for All as a new member of ASFAA, and integration of APOSA into ASFAA.<br />\r\nb. 28th ASFAA Board Meeting<br />\r\nDuring the 4th All-China Games, the 28th ASFAA Board Meeting was held in Hefei, China on May 17, 2010. The issues concerning to the future development of ASFAA were discussed and approved, including the proposal for 2011 China-ASEAN Sport for All Cooperation and Development Forum, preparation work report on the ASFAA Training Center in Macau China, ASFAA information exchange platform as well as Work Report of Board of Directors. <br />\r\nc. 29th ASFAA Board Meeting<br />\r\nDuring the first ASFAA Sport for All Training Course, the 29th ASFAA Board Meeting was held in Macau, China on November 1, 2010. The major issues were discussed and approved, including preparations for 2011 China-ASEAN Sport for All Cooperation and Development Forum, Minutes of the 28th Board Meeting, ASFAA Work Report 2011, and venue of 2012 ASFAA Congress. <br />\r\n3. Participation in TAFISA Conferences<br />\r\na. TAFISA Board Meeting in Israel<br />\r\nDuring the Israel ASFAA Congress, the TAFISA Board Meeting was held from March 20 to 21, 2010. Mr. Feng Jianzhong, Vice President of TAFISA, attended the Meeting. The following issues were discussed and approved: Minutes of the last TAFISA Board Meeting, Work Report of Secretary General and Financial Report, cooperation with international organizations such as IOC, UNESCO and ENGSO, preparations for international traditional sports center in Busan, and organization of training courses. <br />\r\nb. TAFISA Board Meeting in Tanzania<br />\r\nThe TAFISA Board Meeting in Tanzania was held from August 20 to 22, 2010. The issues discussed and approved at the Meeting involve: Reports from Regional Bodies, Report on Cooperation with international organizations, Minutes of the last TAFISA Board Meeting, Business Strategy, and Fundraising Concept. <br />\r\nc. TAFISA Board Meeting in Macau<br />\r\nThe third TAFISA Board Meeting in 2010 was held in Macau, China. This Meeting decided upon many pressing matters, including Membership Strategy, details for the coming World Congress in Turkey in 2011, TAFISA strategy with respect to the preservation and promotion of Traditional Sports and Games, and many other TAFISA programs and events.<br />\r\n4. Editorial Meeting of ASFAA Journal <br />\r\nThe Editorial Meeting of ASFAA Journal was held in Beijing, China, on March 10, 2010. The editorial committee is comprised of 5 experts from China and Japan. The Guidelines of Contributors and the Reviewer Form of ASFAA Journal were discussed. The reviewers for contributed papers were appointed at the meeting.<br />\r\nⅡ. Reception of Board of Directors<br />\r\n11 TAFISA and ASFAA Board of Directors were invited to pay a visit to the 4th All-China Games in Hefei of Anhui Province, China, in May, 2010. The Board of Directors attended the opening ceremony and watched some competitions and performances. <br />\r\nⅢ. Activities<br />\r\n1. World Walking Day in China<br />\r\nFrom May through November, 2010, the “World Walking Day” activities in China were carried out in the cities of Qingdao, Shenyang, Guangzhou, Wuhan, Chengdu and Shanghai with up to 50,000 participants. In accordance with TAFISA guidelines, the World Walking Day in China originated different forms of activities to attract more attention around the country and has set a new Guinness World Record for the largest barefoot walk. <br />\r\n2. 1st ASFAA Sport for All Training Course<br />\r\nThe first ASFAA Sport for All Training Course was held in Macau, China, from October 31 to November 2, 2010. 62 representatives from 7 countries/regions participated in the Course. 8 experts delivered speeches centered on the status quo of sport for all development and hot issues concerning the global sport for all development. <br />\r\nⅣ. Daily Work <br />\r\n1.     ASFAA Newsletter 2010 was published and distributed to ASFAA members in July.<br />\r\n2.     ASFAA Journal 2010 was published and distributed in December.<br />\r\n3.     The official website has been maintained and updated. <br />\r\n4.     The membership information has been updated and the membership fees have been collected.  <br />\r\n<br />\r\n",1,<blank>,2011-03-09,4,9
153,20341,ASFAA Work Plan 2011,"Ⅰ. International Conferences <br />\r\n1. TAFISA Board Meeting and World Forum<br />\r\nTo participate in the TAFISA Board Meeting and World Forum in Tokyo, Japan, from May 10th to 14th, 2011<br />\r\n2. TAFISA Congress <br />\r\nTo participate in the TAFISA Congress as well as the TAFISA Board Meeting and the 30th ASFAA Board Meeting in Antalya, Turkey, from November 9th to 14th, 2011<br />\r\nⅡ. ASFAA Activities <br />\r\n To hold the China-ASEAN Sport for All Cooperation and Development Forum within this year<br />\r\n To organize the ASFAA Sport for All Training Course<br />\r\nⅢ. Cooperation with TAFISA<br />\r\nTo promote the TAFISA World Challenge Day in 2011<br />\r\nTo organize the TAFISA World Walking Day in 2011<br />\r\nTo carry out the TAFISA 3AC Program in the Asia and Oceania region<br />\r\nⅣ.ASFAA Secretariat's Daily Work<br />\r\nTo ensure the smooth communication among President, Secretary General and Board of Directors <br />\r\nTo maintain and update the official website<br />\r\nTo publish Journal 2011 and Newsletter 2011<br />\r\nTo strengthen cooperation with TAFISA and promote TAFISA activities in the Asia and Oceania region<br />\r\nTo keep close contact with the Olympic Committees of countries/regions in the Asia and Oceania region<br />\r\nTo enroll new members, collect membership fees, maintain and update membership information <br />\r\n<br />\r\n",1,<blank>,2011-03-09,4,9
